date,usdkrw(target),us_ex,us_im,reserve,us_reserve,us_export,us_import,base,market,consumer,exp_rate,im_rate,us_current,us_growth,us_gdp,us_stock,us_interest
2021-03-23,1131.3,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.49,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-24,1128.0,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.47,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-25,1133.5,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.51,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-26,1134.2,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.48,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-27,1134.2,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.48,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-28,1134.2,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.48,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-29,1131.8,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.47,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-30,1131.7,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.49,101.84,112.01,114.65,,,23681171.0,145.0,
2021-03-31,1133.5,7970756.0,6221033.0,4794759.0,141369.81,152434.0,244840.0,0.5,0.59,101.84,112.01,114.65,,,23681171.0,145.0,
2021-04-01,1132.6,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.45,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-02,1129.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.44,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-03,1129.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.44,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-04,1129.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.44,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-05,1127.5,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.45,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-06,1127.8,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.46,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-07,1122.9,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-08,1116.4,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.46,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-09,1118.5,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-10,1118.5,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-11,1118.5,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-12,1117.2,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.53,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-13,1124.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.52,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-14,1126.1,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-15,1119.9,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-16,1117.6,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-17,1117.6,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-18,1117.6,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-19,1117.9,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-20,1118.2,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.47,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-21,1113.4,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-22,1117.4,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-23,1116.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.5,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-24,1116.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.5,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-25,1116.3,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.5,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-26,1118.9,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.47,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-27,1114.0,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.47,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-28,1110.8,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-29,1112.5,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.48,101.98,115.57,114.82,,,23681171.0,150.3,
2021-04-30,1107.4,7557229.0,6440357.0,4794759.0,141191.51,143701.0,234594.0,0.5,0.49,101.98,115.57,114.82,,,23681171.0,150.3,
2021-05-01,1107.4,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-02,1107.4,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-03,1109.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.42,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-04,1119.3,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-05,1119.3,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-06,1121.1,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-07,1125.5,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-08,1125.5,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-09,1125.5,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-10,1121.4,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-11,1114.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-12,1119.1,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-13,1123.5,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.46,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-14,1130.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-15,1130.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-16,1130.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-17,1129.5,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-18,1133.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-19,1133.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-20,1133.1,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-21,1132.2,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.5,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-22,1132.2,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.5,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-23,1132.2,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.5,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-24,1126.9,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-25,1127.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.47,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-26,1122.8,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.49,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-27,1118.6,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.43,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-28,1118.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-29,1118.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-30,1118.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.48,102.05,117.89,118.59,,,23681171.0,153.5,
2021-05-31,1116.0,7448016.0,6436130.0,4794759.0,142109.36,145477.0,238523.0,0.5,0.51,102.05,117.89,118.59,,,23681171.0,153.5,
2021-06-01,1113.5,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.49,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-02,1107.0,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.47,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-03,1110.3,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.46,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-04,1111.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.48,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-05,1111.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.48,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-06,1111.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.48,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-07,1117.5,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.46,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-08,1111.2,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.45,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-09,1113.7,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.48,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-10,1115.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.49,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-11,1115.0,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.5,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-12,1115.0,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.5,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-13,1115.0,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.5,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-14,1111.2,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.47,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-15,1116.4,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.47,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-16,1117.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.47,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-17,1117.7,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.48,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-18,1129.5,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.51,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-19,1129.5,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.51,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-20,1129.5,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.51,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-21,1132.2,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.56,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-22,1135.4,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.56,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-23,1132.4,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.53,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-24,1135.6,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.53,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-25,1135.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.57,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-26,1135.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.57,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-27,1135.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.57,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-28,1128.8,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.59,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-29,1129.9,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.58,102.05,113.36,116.05,,,23681171.0,155.2,
2021-06-30,1130.0,8717226.0,6489351.0,4794759.0,140332.32,147741.0,250893.0,0.5,0.63,102.05,113.36,116.05,,,23681171.0,155.2,
2021-07-01,1129.5,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.53,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-02,1132.2,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-03,1132.2,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-04,1132.2,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-05,1134.5,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.47,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-06,1130.3,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.4,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-07,1131.8,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.48,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-08,1137.6,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-09,1143.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.52,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-10,1143.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.52,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-11,1143.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.52,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-12,1148.3,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.52,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-13,1146.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.58,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-14,1145.1,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.59,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-15,1150.3,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.59,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-16,1143.7,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.56,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-17,1143.7,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.56,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-18,1143.7,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.56,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-19,1141.1,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.54,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-20,1145.7,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-21,1151.0,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.5,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-22,1150.6,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.52,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-23,1151.0,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.55,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-24,1151.0,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.55,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-25,1151.0,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.55,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-26,1149.5,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.57,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-27,1153.2,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.57,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-28,1150.2,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-29,1154.8,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.51,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-30,1147.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.58,102.26,117.77,120.23,,,23681171.0,154.8,
2021-07-31,1147.4,8724016.0,6339477.0,4794759.0,140835.35,143771.0,246139.0,0.5,0.58,102.26,117.77,120.23,,,23681171.0,154.8,
2021-08-01,1147.4,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.58,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-02,1147.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.44,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-03,1151.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.49,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-04,1150.7,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.51,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-05,1145.8,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-06,1143.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.48,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-07,1143.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.48,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-08,1143.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.48,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-09,1142.3,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-10,1145.0,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.51,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-11,1148.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.49,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-12,1155.0,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.56,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-13,1158.9,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.54,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-14,1158.9,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.54,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-15,1158.9,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.54,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-16,1158.9,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.54,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-17,1167.8,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.51,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-18,1174.9,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-19,1172.7,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.51,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-20,1174.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-21,1174.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-22,1174.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.5,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-23,1176.7,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.51,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-24,1174.0,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.55,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-25,1168.0,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.5,0.57,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-26,1166.5,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.84,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-27,1168.1,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.86,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-28,1168.1,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.86,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-29,1168.1,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.86,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-30,1170.8,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.86,102.75,119.27,121.79,,,23681171.0,156.6,
2021-08-31,1164.4,7704224.0,6210232.0,4794759.0,253060.1,147906.0,254805.0,0.75,0.9,102.75,119.27,121.79,,,23681171.0,156.6,
2021-09-01,1162.8,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.83,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-02,1157.5,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.76,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-03,1159.7,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-04,1159.7,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-05,1159.7,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-06,1156.4,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-07,1157.3,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-08,1157.9,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.74,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-09,1164.5,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.76,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-10,1170.1,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.88,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-11,1170.1,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.88,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-12,1170.1,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.88,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-13,1170.4,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.86,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-14,1174.3,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.78,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-15,1172.2,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.76,103.17,121.5,125.26,,,23681171.0,155.1,
2021-09-16,1171.7,7983934.0,5959730.0,4794759.0,252383.99,142079.0,254268.0,0.75,0.75,103.17,121.5,125.26,,,23681171.0,155.1,
