date,search_keyword,title,content,url,publish_time,comment_count,matched_keywords,title_matched,content_matched,collected_at
2025-08-27,환율,"환율, 장 초반 보합권서 등락…1,395.2원","달러 약세 속 내일 금통위 결과 주시환율, 장 초반 보합권서 등락…1,395.2원(서울=연합뉴스) 이재희 기자 = 27일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전장보다 6.51포인트(0.20%) 오른 3,185.87로 시작했다. 2025.8.27 scape@yna.co.kr(서울=연합뉴스) 한지훈 기자 = 원/달러 환율은 27일 장 초반 소폭 하락하고 있다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날 주간 거래 종가(오후 3시30분 기준)보다 0.6원 내린 1,395.2원이다.환율은 전날보다 0.3원 내린 1,395.5원으로 출발한 뒤 보합권에 머무르고 있다.간밤 도널드 트럼프 미국 대통령의 기준금리 인하 압박에 달러가 약세를 보였다.트럼프 대통령은 주택담보대출 사기 혐의를 이유로 미국 연방준비제도(Fed) 리사 쿡 이사를 해임했다.이는 쿡 이사 후임이 비둘기파(통화완화 선호) 인사로 채워질 것이라는 관측과 함께 금리 인하 전망을 키웠다. 연준 독립성 훼손에 따른 달러 신뢰도 하락 우려도 함께 나왔다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전날 장중 98.558까지 올랐다가 이날 98.152까지 밀렸다. 현재 98.265 수준이다.한국은행 금융통화위원회의 통화정책방향 결정회의를 하루 앞두고 관망세도 작용하는 것으로 보인다. 시장에서는 동결 전망이 우세한 상황이다.한미정상회담 결과가 원화 약세 요인으로 작용하고 있다는 일부 의견도 제시됐다.백석현 신한은행 연구원은 ""힘의 논리로 밀어붙이는 미국 정부에 안보를 의존할 수밖에 없는 한국은 불리한 입장""이라며 ""현실이 원화에 우호적이지 않음을 재확인했다""고 평가했다.같은 시각 원/엔 재정환율은 100엔당 946.99원으로, 전날 오후 3시30분 기준가인 944.67원보다 2.32원 상승했다. 엔/달러 환율은 0.09엔 오른 147.49엔이다.hanjh@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015588604?sid=101,2025-08-27,0,"환율, 재정환율, 외환, 달러인덱스",환율,"환율, 재정환율, 외환, 달러인덱스",2025-08-31T01:41:00.089866
2025-08-27,환율,"환율, 금통위 하루 앞두고 소폭 상승…1396.3원","원/달러 환율이 한국은행 금융통화위원회의 기준금리 결정을 하루 앞둔 오늘(27일) 소폭 상승했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간거래 종가(오후 3시30분 기준)는 전날보다 0.5원 오른 1396.3원으로 집계됐다.환율은 전날보다 0.3원 내린 1395.5원으로 출발한 뒤 종일 상승과 하락을 반복하며 보합권에 머물렀다.금융통화위원회는 내일(28일) 오전 통화정책방향 결정회의를 연다. 시장에서는 금리 동결 전망이 우세한 상황이다.이날 유가증권시장에서 외국인 투자자는 2030억 원 순매도를 기록했다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전날보다 0.18% 오른 98.394 수준이다.같은 시각 원/엔 재정환율은 100엔당 945.01원으로, 전날 오후 3시30분 기준가인 944.67원보다 0.34원 상승했다.엔/달러 환율은 0.31엔 오른 147.71엔이다.",https://n.news.naver.com/mnews/article/448/0000552672?sid=101,2025-08-27,0,"환율, 재정환율, 외환, 달러인덱스",환율,"환율, 재정환율, 외환, 달러인덱스",2025-08-31T01:41:02.290359
2025-08-27,환율,트럼프 연준 장악 시도…누그러진 환율 1400원 경계감[외환브리핑],"역외 1393.1원…0.35원 하락 출발 전망새벽 2시 마감가 1393.6원트럼프, 리사 쿡 연준 이사 해임 통보연준 독립성 우려에 글로벌 달러 약세[이데일리 이정윤 기자] 원·달러 환율은 1390원 초반대로 하락이 예상된다. 도널드 트럼프 미국 대통령이 중앙은행인 연방준비제도(연준·Fed)의 리사 쿡 이사에게 해임을 통보하는 전례 없는 행동에 나선 가운데 연준 독립성에 대한 우려로 글로벌 달러가 약세를 나타냈기 때문이다.도널드 트럼프 미국 대통령(왼쪽)과 리사 쿡 연방준비제도 이사(사진=AFP)27일 서울외국환중개에 따르면 간밤 뉴욕차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 1393.1원에 최종 호가됐다. 최근 1개월물 스와프 포인트(-2.45원)를 고려하면 이날 환율은 전 거래일 종가(1395.8원, 오후 3시 30분 기준) 대비 0.35원 하락 개장할 것으로 보인다.새벽 2시 마감가는 1393.6원이다. 전날 오후 3시 30분 기준(1395.8원)보다는 2.2원 내렸다.트럼프 대통령은 전날 자신의 트루스소셜 계정에 쿡 이사에 대한 해임 통보문을 공개한 바 있다. 쿡이 주택담보대출을 부정하게 이용했다는 혐의로 해임하겠다는 주장이었다.쿡 이사는 트럼프 대통령의 해임 통보에 대해 “법률상 근거가 없고 그는 그런 권한이 없다”면서 직무를 계속 수행하겠다는 뜻을 밝혔다. 쿡 이사의 변호인은 소송을 제기할 것이라고 말했다.연준 또한 성명을 내고 쿡을 간접적으로 지지하고 나섰다. 연준 대변인은 “연준은 법원의 모든 결정을 따를 것”이라면서도 “연방준비법에 따라 연준 이사들은 장기 고정 임기를 부여받았고 대통령은 ‘사유가 있을 경우’에 한해 이사를 해임할 수 있다고 의회는 규정했다”고 말했다.골드만삭스의 애널리스트들은 보고서에서 “연준의 독립성에 대한 도전은 달러에 분명한 하방 위험을 초래한다”면서 “이는 미국 제도에 대한 우려와 더불어 미국 단기금리 하락 가능성에서 기인한다”고 진단했다.금리 인하 기대감은 커졌다. 시카고상품거래소(CME) 페드워치툴에 따르면 이날 연방기금금리 선물시장은 9월에 기준금리가 25bp 인하될 확률을 89.3%로 반영했다.달러화는 소폭 약세다. 달러인덱스는 26일(현지시간) 오후 7시 9분 기준 98.25를 기록하고 있다. 전날 98 중반대에서 내려온 것이다. 달러·엔 환율은 147엔대, 달러·위안 환율은 7.15위안대에서 거래되고 있다.이날 미국의 금리 인하 기대로 인한 달러 약세와 월말을 맞은 수출업체 네고(달러 매도)에 환율은 하락 압력이 우세할 것으로 전망된다. 다만, 최근 1390원대에서도 수입업체는 적극적인 매수 대응에 나서고 있는 것은 환율 상승을 부추길 수 있다. 또한 거주자 해외주식투자, 연기금 해외투자 자금 집행 등 달러 실수요도 환율 하방을 경직시킬 것으로 보인다.",https://n.news.naver.com/mnews/article/018/0006099491?sid=101,2025-08-27,0,"환율, 선물환, 달러인덱스, NDF, 외환","환율, 외환","환율, 선물환, NDF, 달러인덱스",2025-08-31T01:41:04.461871
2025-08-27,재정환율,"환율, 장 초반 보합권서 등락…1,395.2원","달러 약세 속 내일 금통위 결과 주시환율, 장 초반 보합권서 등락…1,395.2원(서울=연합뉴스) 이재희 기자 = 27일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전장보다 6.51포인트(0.20%) 오른 3,185.87로 시작했다. 2025.8.27 scape@yna.co.kr(서울=연합뉴스) 한지훈 기자 = 원/달러 환율은 27일 장 초반 소폭 하락하고 있다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날 주간 거래 종가(오후 3시30분 기준)보다 0.6원 내린 1,395.2원이다.환율은 전날보다 0.3원 내린 1,395.5원으로 출발한 뒤 보합권에 머무르고 있다.간밤 도널드 트럼프 미국 대통령의 기준금리 인하 압박에 달러가 약세를 보였다.트럼프 대통령은 주택담보대출 사기 혐의를 이유로 미국 연방준비제도(Fed) 리사 쿡 이사를 해임했다.이는 쿡 이사 후임이 비둘기파(통화완화 선호) 인사로 채워질 것이라는 관측과 함께 금리 인하 전망을 키웠다. 연준 독립성 훼손에 따른 달러 신뢰도 하락 우려도 함께 나왔다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전날 장중 98.558까지 올랐다가 이날 98.152까지 밀렸다. 현재 98.265 수준이다.한국은행 금융통화위원회의 통화정책방향 결정회의를 하루 앞두고 관망세도 작용하는 것으로 보인다. 시장에서는 동결 전망이 우세한 상황이다.한미정상회담 결과가 원화 약세 요인으로 작용하고 있다는 일부 의견도 제시됐다.백석현 신한은행 연구원은 ""힘의 논리로 밀어붙이는 미국 정부에 안보를 의존할 수밖에 없는 한국은 불리한 입장""이라며 ""현실이 원화에 우호적이지 않음을 재확인했다""고 평가했다.같은 시각 원/엔 재정환율은 100엔당 946.99원으로, 전날 오후 3시30분 기준가인 944.67원보다 2.32원 상승했다. 엔/달러 환율은 0.09엔 오른 147.49엔이다.hanjh@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015588604?sid=101,2025-08-27,0,"환율, 재정환율, 외환, 달러인덱스",환율,"환율, 재정환율, 외환, 달러인덱스",2025-08-31T01:41:19.171821
2025-08-27,재정환율,"환율, 금통위 하루 앞두고 소폭 상승…1396.3원","원/달러 환율이 한국은행 금융통화위원회의 기준금리 결정을 하루 앞둔 오늘(27일) 소폭 상승했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간거래 종가(오후 3시30분 기준)는 전날보다 0.5원 오른 1396.3원으로 집계됐다.환율은 전날보다 0.3원 내린 1395.5원으로 출발한 뒤 종일 상승과 하락을 반복하며 보합권에 머물렀다.금융통화위원회는 내일(28일) 오전 통화정책방향 결정회의를 연다. 시장에서는 금리 동결 전망이 우세한 상황이다.이날 유가증권시장에서 외국인 투자자는 2030억 원 순매도를 기록했다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전날보다 0.18% 오른 98.394 수준이다.같은 시각 원/엔 재정환율은 100엔당 945.01원으로, 전날 오후 3시30분 기준가인 944.67원보다 0.34원 상승했다.엔/달러 환율은 0.31엔 오른 147.71엔이다.",https://n.news.naver.com/mnews/article/448/0000552672?sid=101,2025-08-27,0,"환율, 재정환율, 외환, 달러인덱스",환율,"환율, 재정환율, 외환, 달러인덱스",2025-08-31T01:41:21.280906
2025-08-27,재정환율,"한미 정상회담 호평에도 안빠지는 환율…1,400원선 근접 이유는","달러 약세 속 내일 금통위 결과 주시환율, 장 초반 보합권서 등락…1,395.2원(서울=연합뉴스) 이재희 기자 = 27일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전장보다 6.51포인트(0.20%) 오른 3,185.87로 시작했다. 2025.8.27 scape@yna.co.kr(서울=연합뉴스) 한지훈 기자 = 원/달러 환율은 27일 장 초반 소폭 하락하고 있다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날 주간 거래 종가(오후 3시30분 기준)보다 0.6원 내린 1,395.2원이다.환율은 전날보다 0.3원 내린 1,395.5원으로 출발한 뒤 보합권에 머무르고 있다.간밤 도널드 트럼프 미국 대통령의 기준금리 인하 압박에 달러가 약세를 보였다.트럼프 대통령은 주택담보대출 사기 혐의를 이유로 미국 연방준비제도(Fed) 리사 쿡 이사를 해임했다.이는 쿡 이사 후임이 비둘기파(통화완화 선호) 인사로 채워질 것이라는 관측과 함께 금리 인하 전망을 키웠다. 연준 독립성 훼손에 따른 달러 신뢰도 하락 우려도 함께 나왔다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 전날 장중 98.558까지 올랐다가 이날 98.152까지 밀렸다. 현재 98.265 수준이다.한국은행 금융통화위원회의 통화정책방향 결정회의를 하루 앞두고 관망세도 작용하는 것으로 보인다. 시장에서는 동결 전망이 우세한 상황이다.한미정상회담 결과가 원화 약세 요인으로 작용하고 있다는 일부 의견도 제시됐다.백석현 신한은행 연구원은 ""힘의 논리로 밀어붙이는 미국 정부에 안보를 의존할 수밖에 없는 한국은 불리한 입장""이라며 ""현실이 원화에 우호적이지 않음을 재확인했다""고 평가했다.같은 시각 원/엔 재정환율은 100엔당 946.99원으로, 전날 오후 3시30분 기준가인 944.67원보다 2.32원 상승했다. 엔/달러 환율은 0.09엔 오른 147.49엔이다.hanjh@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015588604?sid=101,2025-08-27,0,"환율, 재정환율, 외환, 달러인덱스",환율,"환율, 재정환율, 외환, 달러인덱스",2025-08-31T01:41:23.395361
2025-08-27,스프레드,석유화학 업황 바닥 쳤나…에틸렌 가격 반등,"MT당 743弗서 781弗로에틸렌과 나프타 가격차올들어 첫 200弗 돌파韓·中 감산이 가격 반등 견인정부·업계 구조조정이 변수플라스틱·합성섬유 등의 기초 원료인 에틸렌 가격이 반등 조짐을 보이고 있다. 원료인 나프타에 비해 에틸렌 가격이 올라 마진 개선으로 이어졌다. 석유화학 불황이 계속되는 가운데 여전히 적자 구간이지만 “적어도 바닥은 찍은 것 아니냐”는 분석이 조심스럽게 나온다.◇ “적자 폭 줄었다”27일 석유화학업계에 따르면 지난달 에틸렌과 나프타 가격 차이를 뜻하는 ‘에틸렌 스프레드’의 월평균 가격은 MT당 200.9달러였다. 올 들어 처음으로 200달러를 넘었다. 이달 들어서도 1~22일 평균 MT당 202.9달러를 기록했다.에틸렌은 일상생활에서 흔히 쓰는 각종 플라스틱, 섬유, 비닐 등의 기초 원료가 되는 필수 재료다. 석유화학 기업은 원유에서 나오는 나프타를 정제한 뒤 에틸렌으로 만들어 판매한다. 나프타(원재료)와 에틸렌(제품) 가격 차이가 기업의 수익성을 결정한다. 통상 에틸렌 스프레드가 최소 250달러 이상 돼야 흑자를 낼 수 있는 것으로 본다.에틸렌 스프레드를 감안하면 여전히 적자지만 200달러 아래를 횡보한 올해 1~6월보다 상황이 개선되고 있다는 평가다. 에틸렌 스프레드는 지난 1월 158.2달러였고 6월에도 174.2달러에 그쳤다. 6월과 비교하면 30달러가량 회복한 수준이다.2분기부터 본격화한 중국 석유화학 공장의 가동률 하락, 한국 공장 자체 감산 등으로 에틸렌 가격이 반등한 것이란 분석이 나온다. 에틸렌 가격은 5월 MT당 743달러까지 떨어졌다가 6월 767.5달러, 7월 783.8달러, 8월 781.3달러로 반등세를 보이고 있다.석유화학 기업은 점차 적자를 줄일 것으로 기대한다. 상반기 국내 9개 석유화학 기업의 평균 매출 원가율은 98.6%였다. 제품 제조 비용과 판매가격이 비슷한 수준이었다는 의미다. 여기에 유통비, 광고비 등 판매관리비를 더하니 적자를 피할 수 없었다. 3분기부터는 매출 원가율을 낮추고 있는 것으로 알려졌다. 석유화학 관계자는 “최악의 상황에서 벗어나고 있다”고 말했다.◇ 가격 전망 엇갈려석화 기초제품의 가격 추세를 두고 전망은 엇갈린다. 중국과 한국 기업이 단기간에 가동률을 높이지 않음에 따라 점진적 개선세가 이어질 것이란 관측과 경기 침체, 전방 수요 부진으로 에틸렌 스프레드가 현 수준에서 횡보할 것이란 예측이 공존한다. 다만 업계는 마진이 더 나빠지지 않을 것으로 보고 있다.정부와 업계가 공동으로 추진 중인 구조조정 성패가 에틸렌 가격 향방을 결정할 것이란 전망이다. 산업통상자원부와 국내 석유화학 기업은 협상을 통해 에틸렌 설비를 최대 25% 감축하기로 했다. 구조조정을 거쳐 공급 과잉 현상이 해소되면 흑자로 돌아설 수도 있다. 중국도 과잉 설비에 구조조정을 추진 중이다. 중국의 에틸렌 공급량은 한국의 생산량만큼 중요한 변수다.플라스틱, 비닐, 섬유 제조사 등도 국내 석유화학 시장과 에틸렌 가격에 촉각을 곤두세우고 있다. 국내 합성섬유 제조업체 관계자는 “에틸렌 가격은 다운스트림 제품 단가와 연동되는 경향이 있어 추이를 주시하고 있다”고 말했다.",https://n.news.naver.com/mnews/article/015/0005176318?sid=101,2025-08-27,0,스프레드,,스프레드,2025-08-31T01:41:28.739552
2025-08-27,스프레드,캐시닥 용돈퀴즈 정답 8월 27일 [단독],"MT당 743弗서 781弗로에틸렌과 나프타 가격차올들어 첫 200弗 돌파韓·中 감산이 가격 반등 견인정부·업계 구조조정이 변수플라스틱·합성섬유 등의 기초 원료인 에틸렌 가격이 반등 조짐을 보이고 있다. 원료인 나프타에 비해 에틸렌 가격이 올라 마진 개선으로 이어졌다. 석유화학 불황이 계속되는 가운데 여전히 적자 구간이지만 “적어도 바닥은 찍은 것 아니냐”는 분석이 조심스럽게 나온다.◇ “적자 폭 줄었다”27일 석유화학업계에 따르면 지난달 에틸렌과 나프타 가격 차이를 뜻하는 ‘에틸렌 스프레드’의 월평균 가격은 MT당 200.9달러였다. 올 들어 처음으로 200달러를 넘었다. 이달 들어서도 1~22일 평균 MT당 202.9달러를 기록했다.에틸렌은 일상생활에서 흔히 쓰는 각종 플라스틱, 섬유, 비닐 등의 기초 원료가 되는 필수 재료다. 석유화학 기업은 원유에서 나오는 나프타를 정제한 뒤 에틸렌으로 만들어 판매한다. 나프타(원재료)와 에틸렌(제품) 가격 차이가 기업의 수익성을 결정한다. 통상 에틸렌 스프레드가 최소 250달러 이상 돼야 흑자를 낼 수 있는 것으로 본다.에틸렌 스프레드를 감안하면 여전히 적자지만 200달러 아래를 횡보한 올해 1~6월보다 상황이 개선되고 있다는 평가다. 에틸렌 스프레드는 지난 1월 158.2달러였고 6월에도 174.2달러에 그쳤다. 6월과 비교하면 30달러가량 회복한 수준이다.2분기부터 본격화한 중국 석유화학 공장의 가동률 하락, 한국 공장 자체 감산 등으로 에틸렌 가격이 반등한 것이란 분석이 나온다. 에틸렌 가격은 5월 MT당 743달러까지 떨어졌다가 6월 767.5달러, 7월 783.8달러, 8월 781.3달러로 반등세를 보이고 있다.석유화학 기업은 점차 적자를 줄일 것으로 기대한다. 상반기 국내 9개 석유화학 기업의 평균 매출 원가율은 98.6%였다. 제품 제조 비용과 판매가격이 비슷한 수준이었다는 의미다. 여기에 유통비, 광고비 등 판매관리비를 더하니 적자를 피할 수 없었다. 3분기부터는 매출 원가율을 낮추고 있는 것으로 알려졌다. 석유화학 관계자는 “최악의 상황에서 벗어나고 있다”고 말했다.◇ 가격 전망 엇갈려석화 기초제품의 가격 추세를 두고 전망은 엇갈린다. 중국과 한국 기업이 단기간에 가동률을 높이지 않음에 따라 점진적 개선세가 이어질 것이란 관측과 경기 침체, 전방 수요 부진으로 에틸렌 스프레드가 현 수준에서 횡보할 것이란 예측이 공존한다. 다만 업계는 마진이 더 나빠지지 않을 것으로 보고 있다.정부와 업계가 공동으로 추진 중인 구조조정 성패가 에틸렌 가격 향방을 결정할 것이란 전망이다. 산업통상자원부와 국내 석유화학 기업은 협상을 통해 에틸렌 설비를 최대 25% 감축하기로 했다. 구조조정을 거쳐 공급 과잉 현상이 해소되면 흑자로 돌아설 수도 있다. 중국도 과잉 설비에 구조조정을 추진 중이다. 중국의 에틸렌 공급량은 한국의 생산량만큼 중요한 변수다.플라스틱, 비닐, 섬유 제조사 등도 국내 석유화학 시장과 에틸렌 가격에 촉각을 곤두세우고 있다. 국내 합성섬유 제조업체 관계자는 “에틸렌 가격은 다운스트림 제품 단가와 연동되는 경향이 있어 추이를 주시하고 있다”고 말했다.",https://n.news.naver.com/mnews/article/015/0005176318?sid=101,2025-08-27,0,스프레드,,스프레드,2025-08-31T01:41:30.889815
2025-08-27,스프레드,“쿡 나가”…트럼프 연준 흔들기에 금 오르고 장기채·달러↓,"금 선물 가격, 지난 8일 이후 최고치불확실성에 달러·초장기채 가격 하락장단기채 스프레드도 확대[이데일리 김윤지 기자] 도널드 트럼프 미국 대통령이 미 중앙은행인 연방준비제도(연준, Fed)의 리사 쿡 이사 해임을 통보하면서 시장도 영향을 받고 있다. 대표적인 안전자산인 금 가격이 오르고 미국 경제에 대한 중장기 신뢰도를 반영하는 달러와 초장기물 국채 가격은 하락세를 보였다.26일(현지시간) 백악관 회의실에서 열린 국무회의에 참석한 도널드 트럼프 미국 대통령.(사진=AFP)26일(현지시간) 뉴욕상품거래소에서 거래되는 12월 인도분 금 선물 가격은 전거래일 대비 0.45% 오른 3433달러에 거래를 마쳤다. 종가 기준 지난 8일 기록한 3491.30달러 이후 최고치 수준이다.RJO퓨처스의 시장 전략가 밥 해버콘은 “트럼프 대통령이 주택담보대출(모기지) 사기 혐의를 받는 쿡 이사를 해임한다는 소식이 밤사이 전해졌다”며 “현재 금 가격은 연준의 움직임에 크게 영향을 받아 이 소식이 금 가격에 약간의 활력을 불어넣었다”고 짚었다.그런가하면 미국 달러화 값은 유로화·엔화 등 6개 주요 통화 대비해 전 거래일 대비 0.22 내린 98.21에 거래됐다.글로벌 채권금리 벤치마크 역할을 하는 10년물 국채금리는 이날 전거래일 대비 1.0bp(1bp=0.01%포인트) 내린 4.265%에 거래되는 등 큰 변동이 없었지만 장단기 국채 금리 흐름은 엇갈렸다. 30년물 국채금리는 전거래일 대비 3.3bp 오른 4.922%를 기록했지만, 2년물 국채금리는 4.7pb 내린 3.683%를 기록했다. 연준 정책에 민감하게 움직이는 2년물 국채금리의 경우 조만간 금리 인하가 재개될 수 있다는 기대감이 강화되면서 금리가 내렸지만, 초장기채는 공격적인 금리 인하가 장기 인플레이션 상승으로 이어질 수 있다는 우려에 오른 것이다. 채권은 가격과 금리가 반대로 움직인다.이에 이날 장중 10년물과 2년물 간 금리 스프레드는 지난 4월 이후 최고 수준, 30년물과 2년물 간 금리 스프레드는 2022년 초 이후 최고치를 기록했다.BMO 캐피털 마켓 애널리스트들은 이날 보고서에서 “트럼프 대통령의 연준 독립성 훼손 시도에 따라 기간 프리미엄이 높아지고 수익률 곡선이 가팔라질 여지가 있다”고 내다봤다.인플레이션이 여전히 연준의 2% 목표를 웃돌아 최근 고용 시장의 약화에도 연준의 금리 인하 여력이 제한적이란 전망이 나온다. 과도한 금리 인하는 중앙은행이 인플레이션 억제에 집중한다는 신뢰를 훼손해 채권시장의 반발을 불러올 수 있다. 이노베이터 캐피털 매니지먼트의 최고 투자 전략가 팀 어바노위츠는 “채권시장은 잘못된 시점의 금리 인하를 분명히 응징할 것”이라고 말했다.연준 독립성 상실에 대한 우려는 미국 정부 부채 급증으로 더욱 악화될 수 있다. 이는 투자자들이 이미 우려하고 있는 ‘재정 우위(Fiscal Dominance)’ 위험과 맞물린다. 이는 통화정책의 독립성이 무너지고 정부의 재정 부담을 줄이는 것이 통화정책의 1순위 목표가 되는 상황을 의미한다.AXA의 질 모엑 수석 이코노미스트는 “공공 부채가 많을 경우 정부가 중앙은행에 영향력을 행사해 성장을 되살리고 인플레이션을 조금 더 높여 부채의 실질 가치를 잠식할 수 있다”면서 “장기적으로 이는 역효과를 낳아 장기 금리가 더 높아지는 결과로 이어질 것”이라고 말했다.전날 트럼프 대통령은 자신의 소셜미디어(SNS) 트루스소셜을 통해 쿡 이사에게 해임을 통보하는 내용의 서한을 공개했다. 그는 쿡 이사가 지난 2021년 받은 주택담보대출(모기지)과 관련해 “기만적이고 잠재적인 범죄 행위로 당신의 진실성을 신뢰할 수 없다”고 주장하면서 쿡 이사를 해임한다고 설명했다.앞서 빌 풀테 연방주택금융청(FHFA) 청장은 팸 본디 법무부 장관에게 서한을 보내 쿡 이사가 2021년 조지아주 주택을 구입하면서 ‘주거용’으로 기재해 유리한 조건으로 대출을 받았으나 다음해 임대용으로 내놨다면서 대출 사기 의혹을 제기한 바 있다.이에 이날 쿡 이사 측은 “서한 한 통에 근거한 그의 해임 시도는 사실적·법적 근거가 전혀 없다”며 “불법적인 행",https://n.news.naver.com/mnews/article/018/0006099464?sid=101,2025-08-27,0,스프레드,,스프레드,2025-08-31T01:41:33.071860
2025-08-27,선물환,"원·달러 환율, 1.75원 내린 1392.85원 출발 전망","달러, 연준 독립성 우려에 하락유로화, 달러 하락에 상대적 강세◆…사진=클립아트코리아 제공키움증권은 27일 차액결제선물환(NDF) 1개월물이 1392.85원으로 1.75원 하락 출발할 것으로 전망했다.미 달러화는 미국 경제지표가 시장 예상보다 양호했음에도 불구하고 트럼프 대통령의 리사 쿡 연방준비제도(Fed·연준) 이사 해임으로 연준의 독립성 훼손 우려가 부각되면서 하락했다.미국 7월 내구재 주문은 전월대비 -2.8%를 기록해 전월(-9.4%) 및 시장 예상(-3.8%)보다 양호했다. 또한 8월 컨퍼런스보드 소비자신뢰지수는 97.4로 전월 대비 소폭 하락했지만 시장 예상치(96.5)를 상회했다.트럼프 대통령이 주택담보대출 사기 의혹을 받은 쿡 이사의 해임을 통보하면서 연준의 독립성 훼손에 대한 우려가 높아졌고 이는 달러 약세 요인으로 작용했다.김유미 키움증권 연구원은 ""원·달러 환율은 하락 출발할 것으로 예상하며 달러 약세 등에 소폭의 하락세는 가능할 것으로 전망한다""라고 설명했다.",https://n.news.naver.com/mnews/article/123/0002366722?sid=101,2025-08-27,0,"환율, 선물환, NDF",환율,"환율, 선물환, NDF",2025-08-31T01:42:24.694102
