date,search_keyword,title,content,url,publish_time,comment_count,matched_keywords,title_matched,content_matched,collected_at
2025-08-25,환율,"환율, 美 금리인하 기대에 8.5원↓…1,384.7원","내일 새벽 한미정상회담 결과 주시환율, 美 금리인하 기대에 8.5원↓…1,384.7원(서울=연합뉴스) 신준희 기자 = 25일 중구 하나은행 본점 딜링룸 전광판에 코스피가 표시돼 있다.이날 코스피는 41.13p(1.30%) 오른 3,209.86에 장을 마쳤고, 원/달러 환율은 미국 금리인하 기대에 8.5원 하락한 1,384.7원(오후 3시30분 기준)을 기록했다. 2025.8.25 hama@yna.co.kr(서울=연합뉴스) 한지훈 기자 = 원/달러 환율은 25일 미국 기준금리 인하 기대가 높아지면서 하락했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율의 주간거래 종가(오후 3시30분 기준)는 전날보다 8.5원 내린 1,384.7원으로 집계됐다.환율은 8.2원 내린 1,385.0원으로 출발한 뒤 종일 비슷한 수준을 유지했다.지난 22일 장중 1,400원을 넘었으나, 하루 만에 1,380원대로 떨어지며 높은 변동성을 보였다.제롬 파월 미국 연방준비제도(Fed) 의장은 지난 22일(현지시간) 잭슨홀 심포지엄 연설에서 ""변화하는 위험의 균형이 정책 기조 조정을 정당화할 수 있다""고 말했다.이는 시장 예상보다 비둘기파적인(통화완화 선호) 발언으로 해석됐고, 미 연준의 다음 달 기준금리 인하 전망에 위험 선호 심리가 커지면서 뉴욕 증시도 일제히 급등했다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 97 중반대까지 하락했다가 소폭 반등한 상태다. 현재 97.770 수준이다.26일 새벽으로 예정된 한미정상회담 결과가 향후 원/달러 환율에도 영향을 미칠 것으로 보인다.같은 시각 원/엔 재정환율은 100엔당 940.85원으로, 전 거래일 오후 3시30분 기준가(938.09원)보다 2.76원 상승했다. 엔/달러 환율은 0.26엔 오른 147.21엔이다.hanjh@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015585291?sid=101,2025-08-25,0,"달러인덱스, 외환, 재정환율, 환율",환율,"환율, 재정환율, 외환, 달러인덱스",2025-09-03T17:15:01.763576
2025-08-25,환율,美 내달 금리인하 기대감… 환율 주간거래 8.5원 급락,"(서울=연합뉴스) 신준희 기자 = 25일 중구 하나은행 본점 딜링룸 전광판에 원/달러 환율이 표시돼 있다.이날 환율은 미국 금리인하 기대에 8.5원 하락한 1,384.7원(오후 3시30분 기준)을 기록했다. 2025.8.25hama@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015585344?sid=101,2025-08-25,0,환율,환율,환율,2025-09-03T17:15:04.012037
2025-08-25,환율,"잭슨홀 효과로 달러약세…환율, 1380원대로 후퇴[외환브리핑]","1400원대 넘보던 '파월 풋'에 10원 넘게 하락달러 약세 흐름속 美경제지표·한미정상회담 등 주시연준 금리인하 전망 따른 환율 변동성 확대 가능성[이데일리 장영은 기자] 제롬 파월 미 연방준비제도(Fed·연준) 의장의 잭슨홀 연설 이후 다음달 미국 금리 인하 기대감이 높아지면서 달러 가치는 약세, 원·달러 환율을 하락했다. 지난주 후반 1400원을 위협하던 환율은 1380원대로 키를 낮추며 주요 경제지표와 이벤트에 따라 변동성을 확대할 가능성이 있다.(사진= AFP)25일 서울외국환중개에 따르면 간밤 뉴욕차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 1381.7원에 최종 호가됐다. 최근 1개월물 스와프 포인트(-2.4원)를 고려하면 이날 환율은 전 거래일 종가(1393.15원, 오후 3시 30분 기준) 대비 9.1원 하락 개장할 것으로 보인다.지난 23일 새벽 2시 마감가는 1383.5원이다. 전날 오후 정규장 종가대비 9.65원 내렸다.파월 의장은 잭슨홀 회의에서 고용시장의 하방 위험이 커진 반면 관세발 인플레이션 압력이 단기적일 수 있다고 발언하며 9월 연준이 정책 금리인하에 나설 수 있다고 시사했다. 그간 금리인하에 신중한 입장을 견지하던 기존 입장을 생각하면 상당히 전향적인 것으로, 시장에선 다음달 미 금리 인하를 기정사실화 하는 분위기다.파월 의장의 매파적(통화 긴축 선호) 발언을 예상하면서 강세를 보였던 달러 가치는 잭슨홀 연설 이후 약세 전환했고, 유로·엔 등 주요국 통화는 상대적인 강세를 보였다. 미국 시카고상품거래소(CME) 페드워치 툴에서 연방기금금리(FFR) 선물시장의 9월 인하 가능성은 파월 의장을 발언 이전 75.0%에서 87.3%로 급상승했다.이에 지난 주말 미 증시는 동반 상승했으며 통화정책에 민감하게 반응하는 미국 2년물 국채금리는 9.5bp 급락했다. 주요 6개국 통화 대비 미 달러 가치를 나타내는 달러인덱스는 97 후반대로 레벨을 낮췄다.국내 외환시장 역시 이런 흐름을 반영해 내림세를 보일 전망이다. 민경원 우리은행 연구원은 “연준 9월 인하 기대 재조명과 위험 선호 심리 회복 등 영향에 오늘 환율은 크게 낮아질 것으로 예상된다”라며 “국내증시도 외국인 자금 유입이 확대되며 원화 강세 분위기 조성에 일조할 것”이라고 봤다.다만 이번주 전체적으로는 한미 정상회담과 주 후반 집중된 물가와 고용 등 미국 주요 경제지표 발표, 금융통화위원회 등을 주시할 것으로 보인다. 이에 환율은 1300원 후반대에서 박스권 흐름을 이어갈 가능성이 클 것으로 예상됐다.",https://n.news.naver.com/mnews/article/018/0006097972?sid=101,2025-08-25,0,"NDF, 달러인덱스, 환율, 외환, 선물환","환율, 외환","환율, 선물환, NDF, 외환, 달러인덱스",2025-09-03T17:15:06.206323
2025-08-25,재정환율,"원/달러 환율, 美 금리인하 기대에 하락…1,387.1원","원/달러 환율, 美 금리인하 기대에 하락…1,387.1원(서울=연합뉴스) 이진욱 기자 = 25일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 이날 오전 9시 2분 기준 전 거래일 대비 26.39포인트(0.83%) 오른 3195.12를 나타냈다. 2025.8.25 cityboy@yna.co.kr(서울=연합뉴스) 한지훈 기자 = 25일 원/달러 환율은 미국 기준금리 인하 기대가 높아지면서 하락했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시5분 현재 전 거래일 주간 거래 종가(오후 3시30분 기준)보다 6.1원 내린 1,387.1원이다.환율은 8.2원 내린 1,385.0원으로 출발한 뒤 낙폭이 다소 줄었다.제롬 파월 미국 연방준비제도(Fed) 의장은 지난 22일(현지시간) 잭슨홀 심포지엄 연설에서 ""변화하는 위험의 균형이 정책 기조 조정을 정당화할 수 있다""고 말했다.이는 시장 예상보다 비둘기파적인(통화완화 선호) 발언으로 해석됐고, 미 연준의 다음 달 기준금리 인하 전망에 위험 선호 심리가 커지면서 뉴욕 증시도 일제히 급등했다.주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 97 중반대까지 하락했다가 소폭 반등한 상태다. 현재 97.897 수준이다.이날 밤 한미정상회담을 앞둔 경계감이 환율 하락 폭을 줄이고 있다는 분석도 나온다.같은 시각 원/엔 재정환율은 100엔당 940.89원으로, 전 거래일 오후 3시30분 기준가(938.09원)보다 2.8원 상승했다. 엔/달러 환율은 0.46엔 오른 147.41엔이다.hanjh@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015583950?sid=101,2025-08-25,0,"달러인덱스, 외환, 재정환율, 환율",환율,"환율, 재정환율, 외환, 달러인덱스",2025-09-03T17:15:21.379628
2025-08-25,재정환율,최지영 기재부 차관보도 워싱턴행…“환율 의제 가능성”,"대외 정책 총괄 최고 책임자美 트럼프 대통령과도 조우최지영 기획재정부 국제경제관리관. 사진 제공=기재부.[서울경제]한미 환율 협상의 최고 책임자인 최지영 기획재정부 차관보(국제경제관)가 한미 정상회담 준비와 실무협의를 위해 이미 미국으로 출국한 것으로 확인됐다. 한미 당국이 환율 문제를 놓고 별도 협의를 할 수 있다는 관측이 나온다.25일 기획재정부에 따르면 최지영 차관보는 23일 인천국제공항을 통해 미국 워싱턴 D.C로 출국했다. 한국 시간으로 26일에 예정된 한미정상회담에서 한미 관세 협상 후속 조치와 함께 환율까지 의제에 오를 수 있는 만큼 최 차관보가 기재부를 대표해서 출국한 것으로 알려졌다. 다만 이번 방미길에 지난달 한미 통상 협의때 동행했던 민경설 대외경제국장과 정여진 외화자금과장 등 실무진은 이번에 동석하지 않았다.최지영 차관보는 한미 환율 협상의 실무 최고 책임자로 지난 5월 이탈리아 밀라노에서 열린 미국 재무부와의 환율 정책 협의에 참석했다. 이후 지난 6월 미국 재무부는 한국을 포함해 중국, 일본, 한국, 싱가포르, 대만, 베트남, 독일, 아일랜드, 스위스 등 9개국을 환율 관찰대상국으로 지정했다.한미정상회담의 주요 의제로는 마스가를 포함한 조선 협력, 대미 투자, 원전 협력 등 양국의 산업 협력 방안 등이 다뤄질 것으로 예상된다.",https://n.news.naver.com/mnews/article/011/0004524793?sid=101,2025-08-25,0,환율,환율,환율,2025-09-03T17:15:23.586412
2025-08-25,재정환율,전문가 10명 중 9명 “8월 금리 동결”… 올 성장률 0.9~1.0% 전망,"경제 전문가 10명 설문조사서울 집값에 기준금리 인하 부담환율 불안·정부 확장 재정도 원인8명 “연말까지 한 차례 더 내릴 듯”추경 등 효과… 성장률 상향 예상경제 전문가들은 오는 28일 한국은행 금융통화위원회가 현재 2.50%인 기준금리를 동결할 것으로 예상했다. 또한 추가경정예산 집행, 민생회복 소비쿠폰 등의 효과로 한은이 올해 성장률 전망치를 기존 0.8%에서 0.9~1.0%로 상향 조정할 것이라는 의견도 많았다.서울신문이 24일 경제 전문가 10명을 대상으로 한은의 8월 기준금리와 경제성장률 전망을 조사한 결과 9명이 8월 기준금리 동결을 예상했다. 박상현 iM증권 연구원은 “서울 아파트 가격 상승폭이 둔화되긴 했지만 아직 안심할 단계는 아니고, 부동산 시장에 대한 부담이 여전히 존재한다”며 동결을 예상했다. 석병훈 이화여대 경제학과 교수도 “가계부채 증가세와 서울 부동산 가격 상승세를 볼 때 아직 안심할 때가 아니다”라고 했다.미국 통화정책의 불확실성과 정부의 확장 재정 등도 동결 전망에 힘을 실었다. 박형중 우리은행 이코노미스트는 “미 연방준비제도이사회(연준)의 정책 방향이 불명확한 상황에서 한은이 섣불리 선제적 인하에 나설 경우 환율 불안과 함께 정책 신뢰도를 훼손할 우려가 있다”고 전했다. 윤여삼 메리츠증권 연구원도 미국 통화정책 불확실성과 환율 불안을 언급하며 “추경 등 재정정책이 경기 부양을 맡고 있는 상황에서 통화정책은 금융 안정 측면에 더 초점을 맞출 수밖에 없다”고 말했다.한국과 미국의 금리 격차도 동결 전망의 이유였다. 현재 미국의 기준금리는 연 4.25~4.50%로 한국(연 2.50%)보다 2% 포인트 높아 역대 최대 격차다. 주원 현대경제연구원 경제연구실장은 “한은이 이번에 금리를 내리면 미국과의 금리 차가 확 벌어져 부담스러울 것”이라고 내다봤다. 제롬 파월 미 연준 의장이 지난 22일 잭슨홀 연설에서 9월 금리 인하 가능성을 시사해 금리 인하에 대한 시장 기대감이 높아졌지만, 하루 만에 원위치된 점도 부담이다. 23일(현지시간) 연준의 금리 경로를 예측하는 시카고상품거래소(CME)의 페드워치에 따르면 연설 직후 73.3%에서 91.5%로 올라갔던 9월 기준금리 인하 가능성이 다시 75%로 내려앉았다. 다음달 연방공개시장위원회(FOMC) 회의 전에 나올 물가·고용 지표를 확인해야 한다는 경계심이 결정적 요인이었다.전문가들 10명 중 8명은 연말까지 기준금리의 한 차례 추가 인하를 예상했다. 다음 인하 시점으로는 오는 10월을 예상하는 의견이 많았다. 조용구 신영증권 연구원은 “9월 FOMC 금리 인하 재개, 트럼프 관세정책 등 대외 리스크 관련 요인과 국내 금융 안정 측면을 점검한 후 연내 한 차례 정도 금리를 인하할 수 있을 것”이라며 10월 인하를 점쳤다. 유일하게 8월 인하를 주장한 양준석 가톨릭대 경제학과 교수는 “가계부채와 부동산이 좀 잡히긴 했는데, 일시적인 현상인지 판단이 어렵다”면서도 “10월까지 기다리기엔 좀 길어서 8월에 인하할 확률이 더 높을 것 같다”고 주장했다.올해 성장률 전망치는 정부의 확장 재정 등으로 0.9~1.0%로 상향 조정(5월 0.8%)할 것으로 보는 시각이 대다수였다. 공동락 대신증권 연구원은 “추경 효과, 내수 개선, 소비쿠폰 지급 등 최근 지표 개선을 반영해 1.0% 수준으로 상향 조정할 가능성이 크다”고 전망했다. 박석길 JP모건 이코노미스트도 “3분기 수출이 관세 충격에도 불구하고 예상보다 선방하고 있다는 점을 감안하면 성장률 전망이 상향될 여지가 있다고 판단한다”며 0.9~1.0% 상향 조정을 예상했다.한편 이날 국회 본회의를 통과한 ‘노란봉투법’(노동조합법 2·3조 개정안)과 관련해 신용상 한국금융연구원 선임연구위원은 “대주주들의 의사결정도 쟁의 요건이 될 수 있는 만큼 기업에는 투자 위축 등의 부담이 될 수 있을 것”이라고 우려했다.",https://n.news.naver.com/mnews/article/081/0003568400?sid=101,2025-08-25,0,환율,,환율,2025-09-03T17:15:25.796022
2025-08-25,스프레드,캐시닥 용돈퀴즈 정답 8월 25일 [단독],"연합뉴스 제공[파이낸셜뉴스] 미국의 금리 인하 가능성이 부각되면서 하이일드 채권이 투자자 관심을 받고 있다. 금리가 내리면 하이일드 채권을 발행한 기업들의 자금 조달에도 여력이 생겨 해당 펀드 수익률 상승으로 이어질 수 있어서다.25일 금융정보 플랫폼 ETF체크에 따르면 개인 투자자는 최근 일주일간(8월18~22일) 'KODEX iShares미국하이일드액티브' ETF를 70억원어치 순매수했다. 이 기간 채권형 ETF 중 개인 순매수 4위에 해당하는 규모다. 개인은 지난 12일부터 7거래일 연속 이 상품을 사들이고 있다. 또 다른 미국 하이일드 채권 ETF인 'ACE 미국하이일드액티브(H)'도 15억원어치 순매수했다.하이일드 펀드는 글로벌 중견·중소 기업이 발행하는 신용등급이 낮은 회사채(BB+ 이하)에 주로 투자한다. 미국의 다양한 선순위 담보 하이일드 채권에 분산 투자하는 상품이 많다. 신용등급이 낮은 만큼 일반 채권 펀드보다 위험도는 높지만 그만큼 연 7% 수준의 높은 수익률을 기대할 수 있는 게 특징이다.하이일드 채권에 투자자 매수세가 늘어난 건 미국 금리 인하가 임박했다는 기대감 때문으로 풀이된다. 제롬 파월 미국 연방준비제도(Fed·연준) 의장은 22일(현지시간) '잭슨홀 심포지엄' 기조연설에서 ""실업률과 다른 노동시장 지표들이 안정적""이라면서도 ""기본 전망과 위험 균형의 변화로 인해 정책 기조를 조정해야 할 수도 있다""고 밝혔다. 시장에서는 다음달 16일부터 이틀간 열리는 연방공개시장위원회(FOMC) 회의에서 연준이 금리를 인하할 가능성이 있다는 발언으로 보고 있다.금리가 내려갈 경우 기업의 조달금리도 낮아져 하이일드 채권을 발행하는 기업들의 채무이행능력과 재무 안정성이 높아진다. 특히 하이일드 채권을 주로 발행하는 중소기업일수록 금리 인하 시 더 큰 수혜로 이어진다. 이에 하이일드 채권 수요가 증가하는데 이는 펀드 수익률 개선으로 이어진다.하이이드 스프레드(미국 국채 10년 만기 금리와 하이일드 채권 금리 차이)가 축소된 점도 하이일드 채권의 매력도를 높이고 있다. 하이일드 스프레드가 좁아진다는 건 미국 경제가 강해진다는 의미로, 이 시기 하이일드채권 관련 상품은 대부분 견조한 성과를 보인다. 미국 세인트루이스연방은행 경제통계(FRED)에 따르면 지난 21일 기준 하이일드 옵션 조정 스프레드는 2.95%로 집계됐다. 지난 4월 4.61%까지 치솟았던 것과 비교하면 다소 낮은 수준이다.박태근 신한투자증권 프리미어 패스파인더 전문위원은 ""하이일드 채권의 향방은 대개 주식시장과 높은 상관관계를 띤다""며 ""아직 경기 침체를 우려할 수준은 아니고, 잭슨홀 미팅에서 미국이 기준금리 인하 가능성을 시사했다. 여기에 장기채 ETF보다는 듀레이션이 짧다 보니 (하이일드 채권에) 매수세가 유입됐다""고 말했다. 이어 ""최근 하이일드 스프레드가 다소 축소되면서 비싸졌다는 우려도 있지만 펀더멘털 측면에선 나쁘지 않다""고 말했다.글로벌 시장에서도 하이일드 채권 펀드에 주목하고 있다. ETF체크에 따르면 뉴욕 증시에 상장된 '아이셰어즈 아이박스 하이일드 채권'(티커명 HYG) ETF에 최근 한 달간 12억160만달러(약 1조6800억원)가 순유입됐다. 미국 채권형 ETF 890종 가운데 일곱 번째로 순유입 규모가 크다. 시가총액이 182억달러에 육박하는 HYG는 미국 증시 대표 하이일드 채권 ETF 중 하나다.",https://n.news.naver.com/mnews/article/014/0005396321?sid=101,2025-08-25,0,스프레드,,스프레드,2025-09-03T17:15:31.319384
2025-08-25,스프레드,美금리인하 기대감에...하이일드 펀드 주목받나,"연합뉴스 제공[파이낸셜뉴스] 미국의 금리 인하 가능성이 부각되면서 하이일드 채권이 투자자 관심을 받고 있다. 금리가 내리면 하이일드 채권을 발행한 기업들의 자금 조달에도 여력이 생겨 해당 펀드 수익률 상승으로 이어질 수 있어서다.25일 금융정보 플랫폼 ETF체크에 따르면 개인 투자자는 최근 일주일간(8월18~22일) 'KODEX iShares미국하이일드액티브' ETF를 70억원어치 순매수했다. 이 기간 채권형 ETF 중 개인 순매수 4위에 해당하는 규모다. 개인은 지난 12일부터 7거래일 연속 이 상품을 사들이고 있다. 또 다른 미국 하이일드 채권 ETF인 'ACE 미국하이일드액티브(H)'도 15억원어치 순매수했다.하이일드 펀드는 글로벌 중견·중소 기업이 발행하는 신용등급이 낮은 회사채(BB+ 이하)에 주로 투자한다. 미국의 다양한 선순위 담보 하이일드 채권에 분산 투자하는 상품이 많다. 신용등급이 낮은 만큼 일반 채권 펀드보다 위험도는 높지만 그만큼 연 7% 수준의 높은 수익률을 기대할 수 있는 게 특징이다.하이일드 채권에 투자자 매수세가 늘어난 건 미국 금리 인하가 임박했다는 기대감 때문으로 풀이된다. 제롬 파월 미국 연방준비제도(Fed·연준) 의장은 22일(현지시간) '잭슨홀 심포지엄' 기조연설에서 ""실업률과 다른 노동시장 지표들이 안정적""이라면서도 ""기본 전망과 위험 균형의 변화로 인해 정책 기조를 조정해야 할 수도 있다""고 밝혔다. 시장에서는 다음달 16일부터 이틀간 열리는 연방공개시장위원회(FOMC) 회의에서 연준이 금리를 인하할 가능성이 있다는 발언으로 보고 있다.금리가 내려갈 경우 기업의 조달금리도 낮아져 하이일드 채권을 발행하는 기업들의 채무이행능력과 재무 안정성이 높아진다. 특히 하이일드 채권을 주로 발행하는 중소기업일수록 금리 인하 시 더 큰 수혜로 이어진다. 이에 하이일드 채권 수요가 증가하는데 이는 펀드 수익률 개선으로 이어진다.하이이드 스프레드(미국 국채 10년 만기 금리와 하이일드 채권 금리 차이)가 축소된 점도 하이일드 채권의 매력도를 높이고 있다. 하이일드 스프레드가 좁아진다는 건 미국 경제가 강해진다는 의미로, 이 시기 하이일드채권 관련 상품은 대부분 견조한 성과를 보인다. 미국 세인트루이스연방은행 경제통계(FRED)에 따르면 지난 21일 기준 하이일드 옵션 조정 스프레드는 2.95%로 집계됐다. 지난 4월 4.61%까지 치솟았던 것과 비교하면 다소 낮은 수준이다.박태근 신한투자증권 프리미어 패스파인더 전문위원은 ""하이일드 채권의 향방은 대개 주식시장과 높은 상관관계를 띤다""며 ""아직 경기 침체를 우려할 수준은 아니고, 잭슨홀 미팅에서 미국이 기준금리 인하 가능성을 시사했다. 여기에 장기채 ETF보다는 듀레이션이 짧다 보니 (하이일드 채권에) 매수세가 유입됐다""고 말했다. 이어 ""최근 하이일드 스프레드가 다소 축소되면서 비싸졌다는 우려도 있지만 펀더멘털 측면에선 나쁘지 않다""고 말했다.글로벌 시장에서도 하이일드 채권 펀드에 주목하고 있다. ETF체크에 따르면 뉴욕 증시에 상장된 '아이셰어즈 아이박스 하이일드 채권'(티커명 HYG) ETF에 최근 한 달간 12억160만달러(약 1조6800억원)가 순유입됐다. 미국 채권형 ETF 890종 가운데 일곱 번째로 순유입 규모가 크다. 시가총액이 182억달러에 육박하는 HYG는 미국 증시 대표 하이일드 채권 ETF 중 하나다.",https://n.news.naver.com/mnews/article/014/0005396321?sid=101,2025-08-25,0,스프레드,,스프레드,2025-09-03T17:15:33.653510
2025-08-25,스프레드,"석화기업 상반기 매출원가율 100% 상회 ""팔수록 손해""","원재료·전기료 급등 겹쳐 위기 심화주력 제품 에틸렌 가격 경쟁력 잃어충남 서산시 대산석유화학단지. (사진=연합뉴스)생존 위기에 처한 국내 석유화학 업계의 상반기 매출에서 원가 비율이 99%에 육박한 것으로 나타났다. 제품을 팔수록 손해를 보는 구조로 재무 상태가 심각하다는 신호다.기업데이터연구소 CEO스코어가 24일 정부와 사업 재편 협약을 맺은 석화 기업 10곳 중 DL케미칼을 제외한 9곳의 반기 보고서를 분석한 결과 상반기 평균 매출원가율은 98.6%로 나타났다. 지난해 같은 기간보다 3.9% 포인트 상승했다.매출원가율은 총매출액에서 원가가 차지하는 비율로, 100원에 파는 제품을 만드는 데 원가만 98.6원에 이른다는 뜻이다. 1.4원에 불과한 총이익에서 다시 판매관리비(각종 급여와 운영비 등)를 뺀 게 영업이익인데, 마진 자체가 워낙 박하다 보니 석화 업체들은 제품을 팔면 팔수록 적자가 쌓이는 구조다. 실제로 9개 업체 모두 올해 상반기 적자를 기록했고 적자 규모는 1조8000억원이 넘었다.업체별로는 HD현대케미칼이 107.3%로 가장 높았고 한화토탈에너지스 103.7%, SK지오센트릭 101%, 대한유화 100.5% 순이다. 이들 업체 매출원가율은 2021년 87.6%, 2022년 92.3%, 2023년 93.8%로 매년 높아졌다.핵심 원인은 수익성 지표인 에틸렌 스프레드(제품과 원재료 가격 차) 급락이다. 업계에선 석화 산업 기초 원료인 에틸렌에서 원재료인 나프타 가격을 뺀 에틸렌 스프레드의 손익분기점을 t당 250~300달러로 보고 있는데, 올해 2분기엔 220달러 수준에 그쳤다. 나프타 가격은 올랐지만 중국의 증산 등으로 에틸렌 판매 가격은 떨어졌기 때문으로 풀이된다.에틸렌이 중국발 공급 과잉으로 가격 경쟁력을 잃은 상태에서도 60~70% 수준 공장 가동률을 유지하고 있는 것도 문제다. 공장을 한번 멈추면 다시 가동하는 데 막대한 비용이 드는 데다, 공장을 돌려 고정비라도 벌충하자는 계산이다. 그 결과 재고가 쌓이고 헐값 판매가 이어져 수익성 지표가 나빠지는 악순환이 심화되고 있다.생산 원가에서 큰 비중을 차지하는 전기요금이 오른 것도 수익성 악화에 영향을 미쳤다. 한국전력공사는 2022년부터 여러 차례 산업용 전기요금을 올려 3년간 누적된 인상률이 약 70%에 달한다. 업계와 경제단체는 위기 산업단지 등에 대한 한시적 전기요금 인하를 요청했지만 받아들여지지 않고 있다.지난 20일 국내 10대 석화 업체들은 ‘석유화학 업계 사업 재편 자율 협약’을 맺고 국내 전체 나프타분해설비(NCC) 용량 1470만t의 18~25%(270만~370만t)를 기업이 ‘자율 감축’하기로 했다. 다만 정부 개입 없이 기업 간 협의만으로 매각이나 설비 통폐합 같은 근본적인 구조 재편은 쉽지 않다는 의견이 많다. 정부는 석화 기업들이 올해 안에 먼저 구조 개편 방안을 내야 지원에 나서겠다는 ‘선 자구 노력, 후정부 지원’의 큰 방향만 제시한 상태다.",https://n.news.naver.com/mnews/article/024/0000099464?sid=101,2025-08-25,0,스프레드,,스프레드,2025-09-03T17:15:35.823041
2025-08-25,거래위험,"코스피, 미국발 훈풍에 3,200선 회복…3거래일 연속 상승마감(종합)","개인 3천869억원 순매도에도 외국인·기관 매수세가 지수 견인코스닥도 외국인·기관 쌍끌이 매수에 2% 오른 채 장 마쳐코스피 상승(서울=연합뉴스) 신준희 기자 = 25일 중구 하나은행 본점 딜링룸 전광판에 코스피가 표시돼 있다.이날 코스피는 41.13p(1.30%) 오른 3,209.86에 장을 마쳤다. 2025.8.25 hama@yna.co.kr(서울=연합뉴스) 황철환 기자 = 코스피가 제롬 파월 미국 연방준비제도(연준·Fed) 의장의 '비둘기파' 발언이 불러온 훈풍 속에 3,200선을 회복한 채 상승 마감했다.25일 코스피는 전장보다 41.13포인트(1.30%) 오른 3,209.86에 거래를 마감했다.코스피가 종가 기준 3,200선 고지에 복귀한 건 지난 14일(3,225.66) 이후 6거래일만이다.지수는 26.41포인트(0.83%) 오른 3,195.14로 거래를 개시한 뒤 방향성을 탐색하다 오후부터 완만한 상승 흐름을 보였다.유가증권시장에서 외국인과 기관은 각각 231억원과 1천82억원을 순매수한 반면, 개인은 홀로 3천869억원어치를 순매도했다.코스피200 선물시장에서도 외국인과 기관은 1천242억원과 1천611억원 매수 우위를 보였다.오후 3시 30분 기준 서울 외환시장에서 달러 대비 원화 환율의 주간거래 종가는 전날보다 8.5원 내린 1,384.7원으로 집계됐다.앞서 파월 의장은 현지시간으로 22일 잭슨홀 미팅 기조연설에서 ""고용 시장의 하방 위험이 커지고 있다""며 ""정책이 제약적 영역에 있는 상황에서 기본 전망과 위험 균형의 변화는 정책 기조 조정을 정당화할 수 있다""고 말했다.시장에서는 이를 기준금리 인하 시그널로 인식했고 이에 같은날 뉴욕증시에선 다우존스와 스탠더드앤드푸어스(S&P)500, 나스닥 등 3대 지수가 모두 큰 폭으로 올랐다.이날 국내 증시에선 오늘 밤으로 예정된 한미정상회담이나 국회 본회의에서 표결 처리된 상법 개정안에 대한 시장 반응 등을 관망하려는 심리가 강한 가운데 수혜 업종 등을 중심으로 저가매수세가 유입되는 양상이 나타났다.이경민·정해창 대신증권 연구원은 ""시장은 환호하기보다는 파월이 7월 연방공개시장위원회(FOMC)에서처럼 매파 스탠스(기조)를 드러내지 않았다는 안도감 정도를 반영 중""이라면서 ""코스피는 최근 힘겨루기가 이뤄지고 있는 3,200선에 복귀하는 데에 만족했다""고 평했다.다만 이날 국회 본회의를 통과한 상법개정안과 노란봉투법 이슈를 소화하면서 국내 증시에선 금융·지주·로봇 업종 등이 올랐고, 한미 정상간 첫 회담에 대한 기대감에 원자력과 반도체, 의약품이 강세를 보이는 등 이슈에 따른 업종 장세가 전개됐다.이재명 대통령과 도널드 트럼프 미국 대통령의 회담을 앞두고 최근 강세를 보여온 이른바 '조방원'(조선·방산·원전) 관련주는 이날 차익실현 물량이 쏟아지면서 장초반 동반 하락했다가 흐름이 바뀌면서 대체로 상승 마감했다.HD현대중공업(0.62%), 한화오션(0.79%), 풍산(1.43%), 현대로템(1.05%), 두산에너빌리티(5.79%), 현대건설(2.40%) 등은 올랐고 LIG넥스원(-0.76%), 한화시스템(-0.19%) 등은 내렸다.삼성전자는 0.14% 오른 7만1천500원에, SK하이닉스는 3.39% 오른 25만9천500원에 장을 마쳤다.이밖에 시가총액 상위종목 중에선 LG에너지솔루션(3.40%), 현대차(0.91%), KB금융(1.75%), 셀트리온(0.29%), NAVER(1.58%) 등이 상승했고, 기아(-0.10%) 등은 하락했다.업종별로는 기계·장비(4.10%), 증권(2.91%), 오락·문화(1.73%), IT 서비스(1.63%), 전기·전자(1.55%), 금융(1.49%) 등이 상승했고, 전기·가스(-0.69%), 비금속(-0.55%)은 내렸다.코스닥지수는 15.51포인트(1.98%) 오른 798.02로 이날 장을 마쳤다.지수는 전장보다 9.15포인트(1.17%) 오른 791.66으로 개장해 상승세를 이어갔다.코스닥 시장에서 외국인과 기관은 각각 2천264억원과 791억원을 순매수하며 지수 상승을 이끌었다. 개인은 2천841억원어치를 순매도했다.알",https://n.news.naver.com/mnews/article/001/0015585418?sid=101,2025-08-25,0,"외환, 환율",,"환율, 외환",2025-09-03T17:15:59.471722
